Protein ID,Identified Length,Gene ID,Protein Name,Organism Name,Taxonomic ID,Molecular Function-GO Annot,Biological processes-GO Annot,Cellular Component-Go Annot
A0A3M7T9G8,56,,Homeobox protein cut-like,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A5J4NS36,56,,DNA-binding protein SATB,Paragonimus westermani,34504,DNA binding,nan,Nucleus
A0A4S2LH11,55,,DNA-binding protein SATB,Opisthorchis felineus,147828,DNA binding,nan,Nucleus
A0A4E0RWT1,56,,One cut domain family member,Fasciola hepatica (Liver fluke),6192,DNA binding,nan,Nucleus
A0A183AJA8,57,,One cut domain family member,Echinostoma caproni,27848,DNA binding,nan,Nucleus
A0A158R0C8,57,,Homeobox protein cut-like,Nippostrongylus brasiliensis (Rat hookworm),27835,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific","DNA damage checkpoint, intra-Golgi vesicle-mediated transport","Golgi apparatus, Nucleus"
A0A0V0Y461,56,,POU domain protein,Trichinella pseudospiralis (Parasitic roundworm),6337,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A077Z1W0,56,,POU domain protein,Trichuris trichiura (Whipworm) (Trichocephalus trichiurus),36087,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
A0A0B2VZS5,58,,Homeobox protein ceh-18,Toxocara canis (Canine roundworm),6265,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A3P6SB62,58,,Homeobox domain-containing protein,Gongylonema pulchrum,637853,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0K0JRY2,58,,POU domain protein,Brugia malayi (Filarial nematode worm),6279,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0N4U8X1,58,,POU domain protein,Dracunculus medinensis (Guinea worm),318479,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0N4VQF2,58,,POU domain protein,Enterobius vermicularis (Human pinworm),51028,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0B2VM16,58,,POU domain protein,Toxocara canis (Canine roundworm),6265,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2A2LSX5,58,,POU domain protein,Diploscapter pachys,2018661,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
P41934,58,180671,Homeobox protein ceh-18,Caenorhabditis elegans,6239,"DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","epidermis development, germ cell migration, multicellular organism development, negative regulation of oocyte maturation, oocyte maturation, ovulation, regulation of transcription by RNA polymerase II",Nucleus
A0A0N4UK21,57,,POU domain protein,Dracunculus medinensis (Guinea worm),318479,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0D8XEA9,58,,Pou domain-to homeobox domain protein,Dictyocaulus viviparus (Bovine lungworm),29172,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A6G0UWF0,58,,POU domain protein,Halicephalobus sp. NKZ332,2598192,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4X3P8J2,58,,POU domain protein,Pristionchus pacificus (Parasitic nematode),54126,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A090KYB4,58,,POU domain protein,Strongyloides ratti (Parasitic roundworm),34506,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A090MYN7,58,,POU domain protein,Strongyloides ratti (Parasitic roundworm),34506,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A090L2F8,58,,POU domain protein,Strongyloides ratti (Parasitic roundworm),34506,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A5J4NBJ0,58,,POU domain protein,Paragonimus westermani,34504,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A4S2L9L9,58,,POU domain protein,Opisthorchis felineus,147828,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A183ASZ8,58,,POU domain protein,Echinostoma caproni,27848,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A6G0UX54,58,,POU domain protein,Halicephalobus sp. NKZ332,2598192,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A016X350,58,,Uncharacterized protein,Ancylostoma ceylanicum,53326,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0N4WQU1,58,,Uncharacterized protein,Haemonchus placei (Barber's pole worm),6290,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0R3Q060,57,,Uncharacterized protein,Angiostrongylus costaricensis (Nematode worm),334426,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
A0A4E0R6M5,58,,Uncharacterized protein,Fasciola hepatica (Liver fluke),6192,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2A2KMQ4,58,,Uncharacterized protein,Diploscapter pachys,2018661,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A1D2MTZ8,59,,"POU domain, class 2, transcription factor 1",Orchesella cincta (Springtail),48709,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
A0A1X7TR99,57,105314504,Uncharacterized protein,Amphimedon queenslandica (Sponge),400682,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A3S3QTV2,57,,POU domain protein,Dinothrombium tinctorium,1965070,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
T1KLF1,54,107365324,POU domain protein,Tetranychus urticae (Two-spotted spider mite),32264,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
A0A3M7R7U5,60,,POU domain protein,Brachionus plicatilis (Marine rotifer) (Brachionus muelleri),10195,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
S4RUZ1,57,,POU domain protein,Petromyzon marinus (Sea lamprey),7757,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",multicellular organism development,Nucleus
A0A0R3W8J2,57,,POU domain protein,Taenia asiatica (Asian tapeworm),60517,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
A0A5J4N7B9,54,,Homeobox domain-containing protein,Paragonimus westermani,34504,DNA binding,nan,Nucleus
A0A4S2LA12,54,,Uncharacterized protein,Opisthorchis felineus,147828,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
A0A3P8IG78,54,,Homeobox domain-containing protein,Echinostoma caproni,27848,DNA binding,nan,Nucleus
A0A5K4F056,54,,Uncharacterized protein,Schistosoma mansoni (Blood fluke),6183,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
A0A1D2MBQ0,57,,POU domain protein,Orchesella cincta (Springtail),48709,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A5J4NLF6,55,,"POU domain transcription factor, class 2",Paragonimus westermani,34504,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
A0A4S2L5L6,53,,Uncharacterized protein,Opisthorchis felineus,147828,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
A0A2A2JZT9,56,,Uncharacterized protein,Diploscapter pachys,2018661,"DNA binding, DNA-binding transcription factor activity",nan,Nucleus
D8SW30,57,,Uncharacterized protein,Selaginella moellendorffii (Spikemoss),88036,DNA binding,"regulation of transcription, DNA-templated, transcription, DNA-templated",Nucleus
A0A2R6XQZ3,56,,Uncharacterized protein,Marchantia polymorpha (Liverwort) (Marchantia aquatica),3197,DNA binding,"regulation of transcription, DNA-templated, transcription, DNA-templated",Nucleus
S8CJX1,58,,Homeobox domain-containing protein,Genlisea aurea,192259,DNA binding,nan,Nucleus
A0A2K3NJQ3,57,,Homeobox protein HOX-C4,Trifolium pratense (Red clover),57577,DNA binding,nan,Nucleus
A0A2Z7BZ35,57,,Uncharacterized protein,Dorcoceras hygrometricum,472368,DNA binding,"regulation of transcription, DNA-templated, transcription, DNA-templated",Nucleus
A0A5P1ES96,57,,Uncharacterized protein,Asparagus officinalis (Garden asparagus),4686,DNA binding,"regulation of transcription, DNA-templated, transcription, DNA-templated",Nucleus
M0TU24,51,,Uncharacterized protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,DNA binding,"regulation of transcription, DNA-templated, transcription, DNA-templated",Nucleus
M0TAJ3,56,,Uncharacterized protein,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,DNA binding,"regulation of transcription, DNA-templated, transcription, DNA-templated","Nucleus, Other locations"
A0A5S9YBF1,58,,Uncharacterized protein,Arabidopsis thaliana (Mouse-ear cress),3702,DNA binding,"regulation of transcription, DNA-templated, transcription, DNA-templated",Nucleus
K7KY06,57,,Uncharacterized protein,Glycine max (Soybean) (Glycine hispida),3847,DNA binding,"regulation of transcription, DNA-templated, transcription, DNA-templated",Nucleus
A0A388KV88,54,,Uncharacterized protein,Chara braunii (Braun's stonewort),69332,DNA binding,"regulation of transcription, DNA-templated, transcription, DNA-templated",Nucleus
A0A087SAV0,57,23616954,Homeobox protein unc-4-like protein,Auxenochlorella protothecoides (Green microalga) (Chlorella protothecoides),3075,"DNA binding, lipid binding","regulation of transcription, DNA-templated, transcription, DNA-templated",Nucleus
A0A2K3DXB3,56,,Uncharacterized protein,Chlamydomonas reinhardtii (Chlamydomonas smithii),3055,DNA binding,"regulation of transcription, DNA-templated, transcription, DNA-templated",Nucleus
A0A2V0P4U8,52,,Uncharacterized protein,Raphidocelis subcapitata,307507,DNA binding,nan,Nucleus
A0A4P9XX65,55,,Homeobox domain-containing protein,Thamnocephalis sphaerospora,78915,DNA binding,nan,Nucleus
M7BR38,58,,Homeobox protein DTH-1,Chelonia mydas (Green sea-turtle) (Chelonia agassizi),8469,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A0L8GCB5,55,106877767,Homeobox domain-containing protein,Octopus bimaculoides (California two-spotted octopus),37653,DNA binding,nan,Nucleus
A0A1J1IM39,57,,"CLUMA_CG014062, isoform A",Clunio marinus,568069,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding, structural constituent of ribosome",translation,"Nucleus, Other locations"
A0A553NF04,57,,Uncharacterized protein,Tigriopus californicus (Marine copepod),6832,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A177B6I2,57,,Uncharacterized protein,Intoshia linei,1819745,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
E4XGU4,58,,Uncharacterized protein,Oikopleura dioica (Tunicate),34765,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A553NAW3,57,,Uncharacterized protein,Tigriopus californicus (Marine copepod),6832,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
F1R4M3,57,,"Islet1,-like",Danio rerio (Zebrafish) (Brachydanio rerio),7955,"cis-regulatory region sequence-specific DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding","axonogenesis, neuron fate specification, regulation of transcription by RNA polymerase II",Nucleus
A0A3P6UJ14,57,,Homeobox domain-containing protein,Gongylonema pulchrum,637853,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A2A2JA10,57,,Uncharacterized protein,Diploscapter pachys,2018661,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
H3ELN5,57,,Lim-7,Pristionchus pacificus (Parasitic nematode),54126,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A0C2FPE8,57,,Homeobox domain protein,Ancylostoma duodenale,51022,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
G5EC36,57,172236,LIM/homeobox protein lim-7,Caenorhabditis elegans,6239,"cis-regulatory region sequence-specific DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding","axonogenesis, body morphogenesis, excretion, gonad morphogenesis, head morphogenesis, locomotion, nematode larval development, neuron fate specification, pharynx development, regulation of transcription by RNA polymerase II",Nucleus
A0A4U5PC43,57,,Uncharacterized protein,Steinernema carpocapsae (Entomopathogenic nematode),34508,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A1D1V8V8,57,,Uncharacterized protein,Ramazzottius varieornatus (Water bear) (Tardigrade),947166,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
A0A1X7VWT0,57,105312610,Uncharacterized protein,Amphimedon queenslandica (Sponge),400682,"DNA binding, metal ion binding",nan,Nucleus
B3S8C8,57,6757623,Uncharacterized protein,Trichoplax adhaerens (Trichoplax reptans),10228,"cis-regulatory region sequence-specific DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding","axonogenesis, neuron fate specification, regulation of transcription by RNA polymerase II",Nucleus
A0A6G0V2Y8,57,,Uncharacterized protein,Halicephalobus sp. NKZ332,2598192,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding",nan,Nucleus
T1EE22,57,20194824,Uncharacterized protein,Helobdella robusta (Californian leech),6412,"cis-regulatory region sequence-specific DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding","axonogenesis, neuron fate specification, positive regulation of transcription by RNA polymerase II, regulation of transcription by RNA polymerase II",Nucleus
T1FQ21,57,20210918,Uncharacterized protein,Helobdella robusta (Californian leech),6412,"cis-regulatory region sequence-specific DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, metal ion binding","axonogenesis, neuron fate specification, positive regulation of transcription by RNA polymerase II, regulation of transcription by RNA polymerase II",Nucleus
A0A183T331,58,,Uncharacterized protein,Schistocephalus solidus (Tapeworm),70667,"DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific",nan,Nucleus
A0A167F360,56,30034276,Pho2p,Sugiyamaella lignohabitans,796027,DNA binding,nan,Nucleus
A0A5E8C1C9,56,,Homeobox domain-containing protein,Saprochaete ingens,2606893,DNA binding,nan,Nucleus
Q99160,57,2906050,Homeobox protein HOY1,Yarrowia lipolytica (strain CLIB 122 / E 150) (Yeast) (Candida lipolytica),284591,"DNA-binding transcription factor activity, RNA polymerase II-specific, RNA polymerase II cis-regulatory region sequence-specific DNA binding","cell differentiation, regulation of transcription by RNA polymerase II",Nucleus
A0A2T0FLL9,55,,Homeobox protein HOY1,Wickerhamiella sorbophila,45607,DNA binding,nan,Nucleus
A0A397IXJ4,58,,Homeobox domain-containing protein,Diversispora epigaea,1348612,DNA binding,nan,Nucleus
A0A4P9ZQM5,54,,Homeodomain-like protein,Dimargaris cristalligena,215637,DNA binding,nan,Nucleus
A0A0L0G997,56,25902743,Homeobox domain-containing protein,Sphaeroforma arctica JP610,667725,DNA binding,nan,Nucleus
A0A653BU13,56,,Homeobox domain-containing protein,Callosobruchus maculatus (Southern cowpea weevil) (Pulse bruchid),64391,DNA binding,nan,Nucleus
W4ZDF7,50,,Uncharacterized protein,,,nan,nan,nan
W4YQH7,49,,Uncharacterized protein,,,nan,nan,nan
A0A137P1K5,55,,Homeobox domain-containing protein,Conidiobolus coronatus (strain ATCC 28846 / CBS 209.66 / NRRL 28638) (Delacroixia coronata),796925,DNA binding,nan,Nucleus
